seconds,density
1716787726.9874687,1.483174280927985e-07
1716807432.1177945,1.5002678568395455e-07
1716827137.2481203,1.5173724390475516e-07
1716846842.378446,1.534493254170718e-07
1716866547.508772,1.5516322103783633e-07
1716886252.6390977,1.5687877198657477e-07
1716905957.7694235,1.5859546597813572e-07
1716925662.8997493,1.6031244704765174e-07
1716945368.030075,1.6202853848062218e-07
1716965073.160401,1.637422777347009e-07
1716984778.290727,1.65451961799133e-07
1717004483.4210527,1.6715570105986738e-07
1717024188.5513785,1.688514794355471e-07
1717043893.6817043,1.7053721833596226e-07
1717063598.81203,1.722108418758156e-07
1717083303.9423559,1.7387034075936083e-07
1717103009.0726817,1.7551383233571716e-07
1717122714.2030075,1.7713961450768763e-07
1717142419.3333333,1.787462114514672e-07
1717162124.463659,1.8033240945997222e-07
1717181829.593985,1.8189728164411336e-07
1717201534.7243109,1.834402006967172e-07
1717221239.8546367,1.84960839423917e-07
1717240944.9849625,1.8645915925599682e-07
1717260650.1152883,1.8793538744457482e-07
1717280355.245614,1.8938998411210288e-07
1717300060.3759398,1.9082360072480754e-07
1717319765.5062656,1.9223703189330375e-07
1717339470.6365914,1.9363116265285184e-07
1717359175.7669172,1.950069135261075e-07
1717378880.897243,1.9636518572169378e-07
1717398586.0275688,1.977068087688128e-07
1717418291.1578948,1.9903249273663844e-07
1717437996.2882206,2.0034278694488545e-07
1717457701.4185464,2.016380467515774e-07
1717477406.5488722,2.0291840962024042e-07
1717497111.679198,2.0418378124157917e-07
1717516816.8095238,2.054338320325776e-07
1717536521.9398496,2.066680038807853e-07
1717556227.0701754,2.0788552656364784e-07
1717575932.2005012,2.090854428717058e-07
1717595637.330827,2.1026664111775667e-07
1717615342.4611528,2.1142789343644713e-07
1717635047.5914786,2.1256789808141858e-07
1717654752.7218046,2.1368532381740726e-07
1717674457.8521304,2.147788544854902e-07
1717694162.9824562,2.1584723189030366e-07
1717713868.112782,2.1688929531142507e-07
1717733573.2431078,2.17904016169567e-07
1717753278.3734336,2.1889052666641905e-07
1717772983.5037594,2.1984814154990306e-07
1717792688.6340852,2.2077637251510333e-07
1717812393.764411,2.2167493511568824e-07
1717832098.8947368,2.2254374841098724e-07
1717851804.0250626,2.233829278911231e-07
1717871509.1553884,2.2419277248922394e-07
1717891214.2857144,2.2497374669186386e-07
1717910919.4160402,2.2572645888593075e-07
1717930624.546366,2.2645163712686815e-07
1717950329.6766918,2.2715010347880954e-07
1717970034.8070176,2.2782274796671992e-07
1717989739.9373434,2.2847050300450175e-07
1718009445.0676692,2.2909431893556098e-07
1718029150.197995,2.296951410625652e-07
1718048855.3283207,2.302738882725641e-07
1718068560.4586465,2.3083143310484703e-07
1718088265.5889723,2.3136858288475964e-07
1718107970.7192984,2.3188606137772807e-07
1718127675.8496242,2.3238449032132079e-07
1718147380.97995,2.3286437018186836e-07
1718167086.1102757,2.3332605956172608e-07
1718186791.2406015,2.3376975285403395e-07
1718206496.3709273,2.3419545599501016e-07
1718226201.5012531,2.3460296048525796e-07
1718245906.631579,2.3499181621944205e-07
1718265611.7619047,2.3536130405172066e-07
1718285316.8922305,2.357104094019577e-07
1718305022.0225563,2.3603779854340175e-07
1718324727.152882,2.363417994745672e-07
1718344432.2832081,2.3662038943828202e-07
1718364137.413534,2.368711911856928e-07
1718383842.5438597,2.370914799764752e-07
1718403547.6741855,2.3727820305065348e-07
1718423252.8045113,2.3742801290508328e-07
1718442957.934837,2.3753731517074267e-07
1718462663.065163,2.3760233123848315e-07
1718482368.1954887,2.3761917505182185e-07
1718502073.3258145,2.3758394271494747e-07
1718521778.4561403,2.374928127958859e-07
1718541483.586466,2.3734215448533374e-07
1718561188.7167919,2.3712864014653167e-07
1718580893.847118,2.3684935830285076e-07
1718600598.9774437,2.3650192279320166e-07
1718620304.1077695,2.3608457370709344e-07
1718640009.2380953,2.3559626580697323e-07
1718659714.368421,2.3503674045792478e-07
1718679419.4987469,2.3440657760449686e-07
1718699124.6290727,2.3370722503876294e-07
1718718829.7593985,2.329410030594766e-07
1718738534.8897243,2.3211108358650776e-07
1718758240.02005,2.312214438186824e-07
1718777945.1503758,2.302767955538039e-07
1718797650.2807016,2.2928249227437302e-07
1718817355.4110277,2.2824441699153625e-07
1718837060.5413535,2.2716885458957057e-07
1718856765.6716793,2.260623529884051e-07
1718876470.802005,2.2493157781889596e-07
1718896175.9323308,2.2378316547045645e-07
1718915881.0626566,2.2262357932414638e-07
1718935586.1929824,2.2145897373600038e-07
1718955291.3233082,2.2029506990666045e-07
1718974996.453634,2.191370471936522e-07
1718994701.5839598,2.1798945272700894e-07
1719014406.7142856,2.168561314167584e-07
1719034111.8446116,2.157401776313582e-07
1719053816.9749374,2.1464390901841136e-07
1719073522.1052632,2.135688621666117e-07
1719093227.235589,2.1251580910163338e-07
1719112932.3659148,2.114847929895076e-07
1719132637.4962406,2.1047518090668154e-07
1719152342.6265664,2.094857311340461e-07
1719172047.7568922,2.0851467214584786e-07
1719191752.887218,2.0755979029041535e-07
1719211458.0175438,2.066185230903142e-07
1719231163.1478696,2.0568805511553992e-07
1719250868.2781954,2.0476541349110545e-07
1719270573.4085214,2.0384756027882504e-07
1719290278.5388472,2.029314792093662e-07
1719309983.669173,2.0201425452359884e-07
1719329688.7994988,2.0109314000361545e-07
1719349393.9298246,2.0016561662371883e-07
1719369099.0601504,1.9922943762536447e-07
1719388804.1904762,1.9828266021025747e-07
1719408509.320802,1.9732366344767658e-07
1719428214.4511278,1.9635115239939483e-07
1719447919.5814536,1.953641488717505e-07
1719467624.7117794,1.943619696015145e-07
1719487329.8421052,1.9334419306112555e-07
1719507034.9724312,1.9231061641906647e-07
1719526740.102757,1.9126120450163992e-07
1719546445.2330828,1.901960328608441e-07
1719566150.3634086,1.891152272494323e-07
1719585855.4937344,1.880189019267877e-07
1719605560.6240602,1.8690709926146402e-07
1719625265.754386,1.85779733051901e-07
1719644970.8847117,1.8463653785445545e-07
1719664676.0150375,1.834770263895189e-07
1719684381.1453633,1.8230045679811168e-07
1719704086.2756891,1.811058111532256e-07
1719723791.406015,1.798917862057658e-07
1719743496.536341,1.7865679688109922e-07
1719763201.6666667,1.7739899255784813e-07
1719782906.7969925,1.7611628567516434e-07
1719802611.9273183,1.7480639174998417e-07
1719822317.0576441,1.7346687945914192e-07
1719842022.18797,1.7209522907178362e-07
1719861727.3182957,1.70688897220107e-07
1719881432.4486215,1.6924538578116155e-07
1719901137.5789473,1.677623125187e-07
1719920842.709273,1.6623748110402838e-07
1719940547.839599,1.6466894819837602e-07
1719960252.969925,1.6305508543144255e-07
1719979958.1002507,1.6139463434334122e-07
1719999663.2305765,1.596867526577394e-07
1720019368.3609023,1.5793105060995323e-07
1720039073.491228,1.5612761644668162e-07
1720058778.621554,1.542770306289271e-07
1720078483.7518797,1.5238036868738286e-07
1720098188.8822055,1.5043919308341284e-07
1720117894.0125313,1.4845553480239674e-07
1720137599.142857,1.4643186573496775e-07
1720157304.2731829,1.4437106317336044e-07
1720177009.4035087,1.4227636795486993e-07
1720196714.5338347,1.4015133791582158e-07
1720216419.6641605,1.379997983742461e-07
1720236124.7944863,1.3582579133684764e-07
1720255829.924812,1.3363352503137888e-07
1720275535.0551379,1.314273252025866e-07
1720295240.1854637,1.2921158939125876e-07
1720314945.3157895,1.2699074515149812e-07
1720334650.4461153,1.2476921286608478e-07
1720354355.576441,1.2255137350887418e-07
1720374060.7067668,1.2034154139264494e-07
1720393765.8370926,1.1814394164663914e-07
1720413470.9674184,1.1596269190523029e-07
1720433176.0977445,1.1380178747125513e-07
1720452881.2280703,1.1166508905607249e-07
1720472586.358396,1.095563120998765e-07
1720492291.4887218,1.0747901664942789e-07
1720511996.6190476,1.0543659681092762e-07
1720531701.7493734,1.0343226890719786e-07
1720551406.8796992,1.0146905764005964e-07
1720571112.010025,9.95497797828366e-08
1720590817.1403508,9.767702519104737e-08
1720610522.2706766,9.585313520637933e-08
1720630227.4010024,9.408017882312627e-08
1720649932.5313284,9.235992726981721e-08
1720669637.6616542,9.069382791454256e-08
1720689342.79198,8.908297861355901e-08
1720709047.9223058,8.752810377682812e-08
1720728753.0526316,8.602953350739141e-08
1720748458.1829574,8.458718717917194e-08
1720768163.3132832,8.32005627448569e-08
1720787868.443609,8.18687329139882e-08
1720807573.5739348,8.059034911675626e-08
1720827278.7042606,7.936365388153449e-08
1720846983.8345864,7.818650191768935e-08
1720866688.9649122,7.705638982693491e-08
1720886394.0952382,7.597049398572329e-08
1720906099.225564,7.492571576864863e-08
1720925804.3558898,7.391873293866075e-08
1720945509.4862156,7.294605573457562e-08
1720965214.6165414,7.20040859554159e-08
1720984919.7468672,7.108917718982346e-08
1721004624.877193,7.019769427559635e-08
1721024330.0075188,6.93260701043781e-08
1721044035.1378446,6.847085800887466e-08
1721063740.2681704,6.762877817901629e-08
1721083445.3984962,6.679675683795069e-08
1721103150.528822,6.597195725436191e-08
1721122855.659148,6.515180205436513e-08
1721142560.7894738,6.43339867045096e-08
1721162265.9197996,6.351648444382424e-08
1721181971.0501254,6.269754332669257e-08
1721201676.1804512,6.187567637791098e-08
1721221381.310777,6.104964614024799e-08
1721241086.4411027,6.021844509855337e-08
1721260791.5714285,5.938127358410155e-08
1721280496.7017543,5.853751679411208e-08
1721300201.8320801,5.768672250528961e-08
1721319906.962406,5.682858092266256e-08
1721339612.0927317,5.5962907896335906e-08
1721359317.2230577,5.5089632472918e-08
1721379022.3533835,5.4208789441940275e-08
1721398727.4837093,5.332051720808093e-08
1721418432.6140351,5.242506098645817e-08
1721438137.744361,5.1522780996525256e-08
1721457842.8746867,5.0614165036734385e-08
1721477548.0050125,4.9699844568727135e-08
1721497253.1353383,4.8780613235807267e-08
1721516958.265664,4.785744659131773e-08
1721536663.39599,4.6931521720151074e-08
1721556368.5263157,4.600423539960736e-08
1721576073.6566417,4.5077219460038285e-08
1721595778.7869675,4.4152352065104174e-08
1721615483.9172933,4.3231763728301586e-08
1721635189.047619,4.231783700997094e-08
1721654894.177945,4.141319898872405e-08
1721674599.3082707,4.052070576865075e-08
1721694304.4385965,3.9643418463745265e-08
1721714009.5689223,3.878457029159156e-08
1721733714.699248,3.794752461015096e-08
1721753419.8295739,3.7135723944697524e-08
1721773124.9598997,3.635263028072274e-08
1721792830.0902255,3.560165714523308e-08
1721812535.2205515,3.4886094266358406e-08
1721832240.3508773,3.4209025890699676e-08
1721851945.481203,3.357324414774091e-08
1721871650.6115289,3.298115917689828e-08
1721891355.7418547,3.243470806559635e-08
1721911060.8721805,3.1935264974185966e-08
1721930766.0025063,3.1483555127588506e-08
1721950471.132832,3.1079575613639713e-08
1721970176.2631578,3.072252612060578e-08
1721989881.3934836,3.041075284643441e-08
1722009586.5238094,3.014170879588325e-08
1722029291.6541352,2.991193352722108e-08
1722048996.7844613,2.97170551011918e-08
1722068701.914787,2.9551816511801493e-08
1722088407.0451128,2.9410128240484775e-08
1722108112.1754386,2.9285147782131487e-08
1722127817.3057644,2.916938606371387e-08
1722147522.4360902,2.9054839645952477e-08
1722167227.566416,2.8933146507493876e-08
1722186932.6967418,2.8795762110189403e-08
1722206637.8270676,2.8634151389988043e-08
1722226342.9573934,2.8439991370240307e-08
1722246048.0877192,2.8205378311534418e-08
1722265753.218045,2.7923032748354414e-08
1722285458.348371,2.758649546286016e-08
1722305163.4786968,2.7190307442636217e-08
1722324868.6090226,2.6730167179557636e-08
1722344573.7393484,2.6203059291248383e-08
1722364278.8696742,2.560734936674083e-08
1722383984.0,2.494284111790525e-08
