seconds,density
1716630085.9448621,1.2750593244258448e-07
1716649791.075188,1.2748911025895662e-07
1716669496.2055137,1.2746499807577594e-07
1716689201.3358395,1.2743562089417605e-07
1716708906.4661653,1.2740312806486134e-07
1716728611.5964913,1.2736970149732654e-07
1716748316.7268171,1.2733746700332783e-07
1716768021.857143,1.2730841297824074e-07
1716787726.9874687,1.2728431980102808e-07
1716807432.1177945,1.2726670234863016e-07
1716827137.2481203,1.272567669675436e-07
1716846842.378446,1.2725538321797498e-07
1716866547.508772,1.2726306979019953e-07
1716886252.6390977,1.2727999325889802e-07
1716905957.7694235,1.2730597783762983e-07
1716925662.8997493,1.2734052404521353e-07
1716945368.030075,1.2738283419411356e-07
1716965073.160401,1.274318428272104e-07
1716984778.290727,1.2748625061083936e-07
1717004483.4210527,1.2754456066975143e-07
1717024188.5513785,1.2760511684634921e-07
1717043893.6817043,1.2766614380615923e-07
1717063598.81203,1.2772578922732844e-07
1717083303.9423559,1.27782168455193e-07
1717103009.0726817,1.2783341194817033e-07
1717122714.2030075,1.2787771558978414e-07
1717142419.3333333,1.2791339352115945e-07
1717162124.463659,1.2793893260986627e-07
1717181829.593985,1.2795304708299707e-07
1717201534.7243109,1.279547312913207e-07
1717221239.8546367,1.2794330811451285e-07
1717240944.9849625,1.2791847023164033e-07
1717260650.1152883,1.2788031141592078e-07
1717280355.245614,1.2782934519513967e-07
1717300060.3759398,1.2776650864925803e-07
1717319765.5062656,1.2769314977013378e-07
1717339470.6365914,1.2761099763715505e-07
1717359175.7669172,1.2752211560335747e-07
1717378880.897243,1.2742883866537645e-07
1717398586.0275688,1.2733369713251386e-07
1717418291.1578948,1.272393295452498e-07
1717437996.2882206,1.2714838846404e-07
1717457701.4185464,1.2706344321281274e-07
1717477406.5488722,1.2698688389404028e-07
1717497111.679198,1.2692083098703465e-07
1717516816.8095238,1.2686705460772068e-07
1717536521.9398496,1.268269070691839e-07
1717556227.0701754,1.268012717694123e-07
1717575932.2005012,1.2679053068388705e-07
1717595637.330827,1.267945518962232e-07
1717615342.4611528,1.2681269770096397e-07
1717635047.5914786,1.2684385289875827e-07
1717654752.7218046,1.26886472013743e-07
1717674457.8521304,1.2693864333226892e-07
1717694162.9824562,1.2699816692531248e-07
1717713868.112782,1.270626432057056e-07
1717733573.2431078,1.2712956811420775e-07
1717753278.3734336,1.2719643074907972e-07
1717772983.5037594,1.272608091701934e-07
1717792688.6340852,1.2732046022928192e-07
1717812393.764411,1.2737339960252741e-07
1717832098.8947368,1.274179687171612e-07
1717851804.0250626,1.274528859461513e-07
1717871509.1553884,1.2747728025817258e-07
1717891214.2857144,1.2749070640916359e-07
1717910919.4160402,1.274931416940811e-07
1717930624.546366,1.2748496518875307e-07
1717950329.6766918,1.2746692124772608e-07
1717970034.8070176,1.2744006973628772e-07
1717989739.9373434,1.274057260239111e-07
1718009445.0676692,1.2736539412437922e-07
1718029150.197995,1.2732069652047262e-07
1718048855.3283207,1.2727330415845326e-07
1718068560.4586465,1.2722486985233374e-07
1718088265.5889723,1.2717696792582685e-07
1718107970.7192984,1.2713104237463669e-07
1718127675.8496242,1.2708836519478378e-07
1718147380.97995,1.2705000583817246e-07
1718167086.1102757,1.2701681206954443e-07
1718186791.2406015,1.2698940185208163e-07
1718206496.3709273,1.2696816532046022e-07
1718226201.5012531,1.269532754414388e-07
1718245906.631579,1.2694470563662466e-07
1718265611.7619047,1.26942252463866e-07
1718285316.8922305,1.269455614263337e-07
1718305022.0225563,1.2695415409533326e-07
1718324727.152882,1.2696745497696217e-07
1718344432.2832081,1.2698481689757404e-07
1718364137.413534,1.2700554409429537e-07
1718383842.5438597,1.2702891263452764e-07
1718403547.6741855,1.2705418821006723e-07
1718423252.8045113,1.270806417154348e-07
1718442957.934837,1.2710756328951507e-07
1718462663.065163,1.2713427564609595e-07
1718482368.1954887,1.271601475258271e-07
1718502073.3258145,1.2718460796690747e-07
1718521778.4561403,1.2720716182702977e-07
1718541483.586466,1.2722740662211605e-07
1718561188.7167919,1.2724505031811473e-07
1718580893.847118,1.272599292694551e-07
1718600598.9774437,1.2727202509451984e-07
1718620304.1077695,1.2728147896637722e-07
1718640009.2380953,1.2728860161970628e-07
1718659714.368421,1.2729387736440493e-07
1718679419.4987469,1.2729796056771904e-07
1718699124.6290727,1.2730166341641122e-07
1718718829.7593985,1.273059342762929e-07
1718738534.8897243,1.273118265889953e-07
1718758240.02005,1.2732045893287502e-07
1718777945.1503758,1.2733296756664819e-07
1718797650.2807016,1.273504534093218e-07
1718817355.4110277,1.2737392593205592e-07
1718837060.5413535,1.2740424680098603e-07
1718856765.6716793,1.2744207628421904e-07
1718876470.802005,1.2748782540820155e-07
1718896175.9323308,1.2754161662357544e-07
1718915881.0626566,1.276032553401834e-07
1718935586.1929824,1.2767221415033868e-07
1718955291.3233082,1.2774763092247253e-07
1718974996.453634,1.278283212620412e-07
1718994701.5839598,1.279128051490184e-07
1719014406.7142856,1.2799934691260454e-07
1719034111.8446116,1.280860071257536e-07
1719053816.9749374,1.2817070451651262e-07
1719073522.1052632,1.2825128561084525e-07
1719093227.235589,1.283255995447726e-07
1719112932.3659148,1.2839157530705095e-07
1719132637.4962406,1.2844729858899633e-07
1719152342.6265664,1.2849108541572544e-07
1719172047.7568922,1.285215498056816e-07
1719191752.887218,1.2853766284893083e-07
1719211458.0175438,1.2853880080955852e-07
1719231163.1478696,1.2852478014714012e-07
1719250868.2781954,1.2849587772234948e-07
1719270573.4085214,1.2845283490656565e-07
1719290278.5388472,1.283968448557514e-07
1719309983.669173,1.283295228286192e-07
1719329688.7994988,1.2825286011370155e-07
1719349393.9298246,1.281691628540104e-07
1719369099.0601504,1.2808097778730526e-07
1719388804.1904762,1.2799100761139796e-07
1719408509.320802,1.279020192901231e-07
1719428214.4511278,1.2781674908756052e-07
1719447919.5814536,1.2773780841202107e-07
1719467624.7117794,1.2766759463131572e-07
1719487329.8421052,1.2760821086558096e-07
1719507034.9724312,1.2756139836805165e-07
1719526740.102757,1.2752848448207357e-07
1719546445.2330828,1.2751034834611542e-07
1719566150.3634086,1.2750740555770522e-07
1719585855.4937344,1.2751961196425853e-07
1719605560.6240602,1.2754648569474747e-07
1719625265.754386,1.2758714555418805e-07
1719644970.8847117,1.2764036304238107e-07
1719664676.0150375,1.277046245885983e-07
1719684381.1453633,1.2777820016013712e-07
1719704086.2756891,1.2785921423140497e-07
1719723791.406015,1.279457151982432e-07
1719743496.536341,1.280357396758119e-07
1719763201.6666667,1.2812736869587696e-07
1719782906.7969925,1.282187735724221e-07
1719802611.9273183,1.2830825007442266e-07
1719822317.0576441,1.2839424046518893e-07
1719842022.18797,1.2847534387111938e-07
1719861727.3182957,1.285503162645568e-07
1719881432.4486215,1.2861806202857297e-07
1719901137.5789473,1.2867761956997319e-07
1719920842.709273,1.2872814372899451e-07
1719940547.839599,1.2876888778419983e-07
1719960252.969925,1.2879918767017618e-07
1719979958.1002507,1.2881845063180868e-07
1719999663.2305765,1.2882614996617893e-07
1720019368.3609023,1.2882182679867125e-07
1720039073.491228,1.2880509906238925e-07
1720058778.621554,1.2877567706369432e-07
1720078483.7518797,1.287333842886698e-07
1720098188.8822055,1.2867818149891983e-07
1720117894.0125313,1.286101917347005e-07
1720137599.142857,1.2852972363043868e-07
1720157304.2731829,1.284372904744925e-07
1720177009.4035087,1.2833362271420364e-07
1720196714.5338347,1.2821967209801743e-07
1720216419.6641605,1.280966063180852e-07
1720236124.7944863,1.2796579380859368e-07
1720255829.924812,1.278287791951891e-07
1720275535.0551379,1.2768725069852716e-07
1720295240.1854637,1.2754300149237212e-07
1720314945.3157895,1.273978875331542e-07
1720334650.4461153,1.2725378466029007e-07
1720354355.576441,1.271125477826806e-07
1720374060.7067668,1.2697597471071853e-07
1720393765.8370926,1.2684577668595728e-07
1720413470.9674184,1.2672355694879794e-07
1720433176.0977445,1.26610797836249e-07
1720452881.2280703,1.265088560001734e-07
1720472586.358396,1.264189644717278e-07
1720492291.4887218,1.263422395587694e-07
1720511996.6190476,1.2627969002799148e-07
1720531701.7493734,1.2623222575243494e-07
1720551406.8796992,1.2620066303363939e-07
1720571112.010025,1.2618572414259815e-07
1720590817.1403508,1.261880292427244e-07
1720610522.2706766,1.2620807970953982e-07
1720630227.4010024,1.2624623287128088e-07
1720649932.5313284,1.2630266926849463e-07
1720669637.6616542,1.2637735456735234e-07
1720689342.79198,1.264699991582246e-07
1720709047.9223058,1.2658001913551852e-07
1720728753.0526316,1.267065027126905e-07
1720748458.1829574,1.2684818612938517e-07
1720768163.3132832,1.2700344273851014e-07
1720787868.443609,1.2717028823625348e-07
1720807573.5739348,1.2734640396608572e-07
1720827278.7042606,1.2752917896710758e-07
1720846983.8345864,1.277157700478222e-07
1720866688.9649122,1.2790317776251932e-07
1720886394.0952382,1.2808833486710103e-07
1720906099.225564,1.2826820274485424e-07
1720925804.3558898,1.2843987051494053e-07
1720945509.4862156,1.286006511366366e-07
1720965214.6165414,1.2874816883942e-07
1720984919.7468672,1.288804326471666e-07
1721004624.877193,1.289958915958093e-07
1721024330.0075188,1.2909346840638032e-07
1721044035.1378446,1.2917256978440011e-07
1721063740.2681704,1.292330730670543e-07
1721083445.3984962,1.2927529051709455e-07
1721103150.528822,1.2929991405129436e-07
1721122855.659148,1.2930794448317305e-07
1721142560.7894738,1.2930061036153787e-07
1721162265.9197996,1.2927928212609345e-07
1721181971.0501254,1.2924538753334178e-07
1721201676.1804512,1.2920033411310498e-07
1721221381.310777,1.2914544381090247e-07
1721241086.4411027,1.2908190399546476e-07
1721260791.5714285,1.2901073773146143e-07
1721280496.7017543,1.2893279472395623e-07
1721300201.8320801,1.2884876273844446e-07
1721319906.962406,1.2875919770258312e-07
1721339612.0927317,1.2866456921828986e-07
1721359317.2230577,1.285653169640728e-07
1721379022.3533835,1.284619125409708e-07
1721398727.4837093,1.2835492078192712e-07
1721418432.6140351,1.282450544468418e-07
1721438137.744361,1.2813321657369257e-07
1721457842.8746867,1.2802052552557778e-07
1721477548.0050125,1.2790831890709243e-07
1721497253.1353383,1.277981339337863e-07
1721516958.265664,1.2769166341578375e-07
1721536663.39599,1.2759068813729017e-07
1721556368.5263157,1.2749698794973445e-07
1721576073.6566417,1.2741223522755964e-07
1721595778.7869675,1.2733787535941254e-07
1721615483.9172933,1.2727499958844464e-07
1721635189.047619,1.2722421573237813e-07
1721654894.177945,1.2718552210420493e-07
1721674599.3082707,1.2715818935436108e-07
1721694304.4385965,1.2714065403835755e-07
1721714009.5689223,1.271304265841049e-07
1721733714.699248,1.2712401511675015e-07
1721753419.8295739,1.2711686543306e-07
1721773124.9598997,1.2710331643859705e-07
1721792830.0902255,1.2707656969137033e-07
1721812535.2205515,1.270286714317433e-07
1721832240.3508773,1.2695050567945189e-07
1721851945.481203,1.2683179765863086e-07
1721871650.6115289,1.26661127933512e-07
1721891355.7418547,1.2642595911116485e-07
1721911060.8721805,1.2611267865298353e-07
1721930766.0025063,1.2570666305014178e-07
1721950471.132832,1.2519237014484972e-07
1721970176.2631578,1.2455346748869096e-07
1721989881.3934836,1.2377300509533165e-07
1722009586.5238094,1.2283364056934444e-07
1722029291.6541352,1.2171792322707716e-07
1722048996.7844613,1.2040864139463998e-07
1722068701.914787,1.1888923358924828e-07
1722088407.0451128,1.1714425988507413e-07
1722108112.1754386,1.1515992466441564e-07
1722127817.3057644,1.1292463649365949e-07
1722147522.4360902,1.104295854608338e-07
1722167227.566416,1.0766931344343071e-07
1722186932.6967418,1.0464224893785734e-07
1722206637.8270676,1.0135117573748295e-07
1722226342.9573934,9.780360429115487e-08
1722246048.0877192,9.401201626900324e-08
1722265753.218045,8.99939568171838e-08
1722285458.348371,8.57719551129311e-08
1722305163.4786968,8.1373261861162e-08
1722324868.6090226,7.68294018289896e-08
1722344573.7393484,7.217554979038421e-08
1722364278.8696742,6.744974860021174e-08
1722383984.0,6.269199778005783e-08
